CDHEB702ASSI144200DL,cdheb702a,GFI,Production,High,snmplocation,,"Cisco Systems, Inc.",N5K-C5548P,,10.2.23.54,,,SSI144200DL,,,,,,,"Nuno Lopes / Network & Security Team",Active,GFI,BOS-IS-NTW-Collaborateurs@gfi.fr,"+351 928 500 190","Network Administrator",,,,,,Easyvista,GFI,High,,,10.2.23.54,,,,,,,,,GFI,Production,High,snmplocation,"Cisco Systems, Inc.",N5K-C5548P,SSI144200DL,Production,GFI,"Active Configuration",,,,GOLD,24*7,,GFI,Production,Network,,
CDHEB702AJAF1442ETQH,cdheb702a,GFI,Production,High,snmplocation,,"Cisco Systems, Inc.",N5K-C5548P,5.2(1)N1(9a),10.2.23.54,,,JAF1442ETQH,,,,,,,"Nuno Lopes / Network & Security Team",Active,GFI,BOS-IS-NTW-Collaborateurs@gfi.fr,"+351 928 500 190","Network Administrator",,,,,,Easyvista,GFI,High,,,10.2.23.54,,,,,,,,,GFI,Production,High,snmplocation,"Cisco Systems, Inc.",N5K-C5548P,JAF1442ETQH,Production,GFI,"Active Configuration",,,,GOLD,24*7,,GFI,Production,Network,,
CDHEB702AJAF1504CBHB,cdheb702a,GFI,Production,High,snmplocation,,"Cisco Systems, Inc.",N55-M8P8FP,,10.2.23.54,,,JAF1504CBHB,,,,,,,"Nuno Lopes / Network & Security Team",Active,GFI,BOS-IS-NTW-Collaborateurs@gfi.fr,"+351 928 500 190","Network Administrator",,,,,,Easyvista,GFI,High,,,10.2.23.54,,,,,,,,,GFI,Production,High,snmplocation,"Cisco Systems, Inc.",N55-M8P8FP,JAF1504CBHB,Production,GFI,"Active Configuration",,,,GOLD,24*7,,GFI,Production,Network,,
CDHEB702AJAF1443APAP,cdheb702a,GFI,Production,High,snmplocation,,"Cisco Systems, Inc.",N55-DL2,,10.2.23.54,,,JAF1443APAP,,,,,,,"Nuno Lopes / Network & Security Team",Active,GFI,BOS-IS-NTW-Collaborateurs@gfi.fr,"+351 928 500 190","Network Administrator",,,,,,Easyvista,GFI,High,,,10.2.23.54,,,,,,,,,GFI,Production,High,snmplocation,"Cisco Systems, Inc.",N55-DL2,JAF1443APAP,Production,GFI,"Active Configuration",,,,GOLD,24*7,,GFI,Production,Network,,
CDHEB702AART1440X17L,cdheb702a,GFI,Production,High,snmplocation,,"Cisco Systems, Inc.",N55-PAC-750W,,10.2.23.54,,,ART1440X17L,,,,,,,"Nuno Lopes / Network & Security Team",Active,GFI,BOS-IS-NTW-Collaborateurs@gfi.fr,"+351 928 500 190","Network Administrator",,,,,,Easyvista,GFI,High,,,10.2.23.54,,,,,,,,,GFI,Production,High,snmplocation,"Cisco Systems, Inc.",N55-PAC-750W,ART1440X17L,Production,GFI,"Active Configuration",,,,GOLD,24*7,,GFI,Production,Network,,
CDHEB702AART1440X09S,cdheb702a,GFI,Production,High,snmplocation,,"Cisco Systems, Inc.",N55-PAC-750W,,10.2.23.54,,,ART1440X09S,,,,,,,"Nuno Lopes / Network & Security Team",Active,GFI,BOS-IS-NTW-Collaborateurs@gfi.fr,"+351 928 500 190","Network Administrator",,,,,,Easyvista,GFI,High,,,10.2.23.54,,,,,,,,,GFI,Production,High,snmplocation,"Cisco Systems, Inc.",N55-PAC-750W,ART1440X09S,Production,GFI,"Active Configuration",,,,GOLD,24*7,,GFI,Production,Network,,
CDHEB702ASSI15360C46,cdheb702a,GFI,Production,High,snmplocation,,"Cisco Systems, Inc.","Fabric Extender Module: 48x1GE, 4x10GE",,10.2.23.54,,,SSI15360C46,,,,,,,"Nuno Lopes / Network & Security Team",Active,GFI,BOS-IS-NTW-Collaborateurs@gfi.fr,"+351 928 500 190","Network Administrator",,,,,,Easyvista,GFI,High,,,10.2.23.54,,,,,,,,,GFI,Production,High,snmplocation,"Cisco Systems, Inc.","Fabric Extender Module: 48x1GE, 4x10GE",SSI15360C46,Production,GFI,"Active Configuration",,,,GOLD,24*7,,GFI,Production,Network,,
CDHEB702ASSI15200LR0,cdheb702a,GFI,Production,High,snmplocation,,"Cisco Systems, Inc.","Fabric Extender Module: 48x1GE, 4x10GE",,10.2.23.54,,,SSI15200LR0,,,,,,,"Nuno Lopes / Network & Security Team",Active,GFI,BOS-IS-NTW-Collaborateurs@gfi.fr,"+351 928 500 190","Network Administrator",,,,,,Easyvista,GFI,High,,,10.2.23.54,,,,,,,,,GFI,Production,High,snmplocation,"Cisco Systems, Inc.","Fabric Extender Module: 48x1GE, 4x10GE",SSI15200LR0,Production,GFI,"Active Configuration",,,,GOLD,24*7,,GFI,Production,Network,,
CDHEB702ASSI141908HC,cdheb702a,GFI,Production,High,snmplocation,,"Cisco Systems, Inc.","Fabric Extender Module: 48x1GE, 4x10GE",,10.2.23.54,,,SSI141908HC,,,,,,,"Nuno Lopes / Network & Security Team",Active,GFI,BOS-IS-NTW-Collaborateurs@gfi.fr,"+351 928 500 190","Network Administrator",,,,,,Easyvista,GFI,High,,,10.2.23.54,,,,,,,,,GFI,Production,High,snmplocation,"Cisco Systems, Inc.","Fabric Extender Module: 48x1GE, 4x10GE",SSI141908HC,Production,GFI,"Active Configuration",,,,GOLD,24*7,,GFI,Production,Network,,
CDHEB702AFOC15412FNR,cdheb702a,GFI,Production,High,snmplocation,,"Cisco Systems, Inc.","Fabric Extender Module: 48x1GE, 4x10GE",5.2(1)N1(9a),10.2.23.54,,,FOC15412FNR,,,,,,,"Nuno Lopes / Network & Security Team",Active,GFI,BOS-IS-NTW-Collaborateurs@gfi.fr,"+351 928 500 190","Network Administrator",,,,,,Easyvista,GFI,High,,,10.2.23.54,,,,,,,,,GFI,Production,High,snmplocation,"Cisco Systems, Inc.","Fabric Extender Module: 48x1GE, 4x10GE",FOC15412FNR,Production,GFI,"Active Configuration",,,,GOLD,24*7,,GFI,Production,Network,,
CDHEB702ALIT15380K4N,cdheb702a,GFI,Production,High,snmplocation,,"Cisco Systems, Inc.",N2200-PAC-400W,,10.2.23.54,,,LIT15380K4N,,,,,,,"Nuno Lopes / Network & Security Team",Active,GFI,BOS-IS-NTW-Collaborateurs@gfi.fr,"+351 928 500 190","Network Administrator",,,,,,Easyvista,GFI,High,,,10.2.23.54,,,,,,,,,GFI,Production,High,snmplocation,"Cisco Systems, Inc.",N2200-PAC-400W,LIT15380K4N,Production,GFI,"Active Configuration",,,,GOLD,24*7,,GFI,Production,Network,,
CDHEB702ALIT15380KD8,cdheb702a,GFI,Production,High,snmplocation,,"Cisco Systems, Inc.",N2200-PAC-400W,,10.2.23.54,,,LIT15380KD8,,,,,,,"Nuno Lopes / Network & Security Team",Active,GFI,BOS-IS-NTW-Collaborateurs@gfi.fr,"+351 928 500 190","Network Administrator",,,,,,Easyvista,GFI,High,,,10.2.23.54,,,,,,,,,GFI,Production,High,snmplocation,"Cisco Systems, Inc.",N2200-PAC-400W,LIT15380KD8,Production,GFI,"Active Configuration",,,,GOLD,24*7,,GFI,Production,Network,,
CDHEB702AJAF1523DEDB,cdheb702a,GFI,Production,High,snmplocation,,"Cisco Systems, Inc.","Fabric Extender Module: 48x1GE, 4x10GE",5.2(1)N1(9a),10.2.23.54,,,JAF1523DEDB,,,,,,,"Nuno Lopes / Network & Security Team",Active,GFI,BOS-IS-NTW-Collaborateurs@gfi.fr,"+351 928 500 190","Network Administrator",,,,,,Easyvista,GFI,High,,,10.2.23.54,,,,,,,,,GFI,Production,High,snmplocation,"Cisco Systems, Inc.","Fabric Extender Module: 48x1GE, 4x10GE",JAF1523DEDB,Production,GFI,"Active Configuration",,,,GOLD,24*7,,GFI,Production,Network,,
CDHEB702ALIT15190HKE,cdheb702a,GFI,Production,High,snmplocation,,"Cisco Systems, Inc.",N2200-PAC-400W,,10.2.23.54,,,LIT15190HKE,,,,,,,"Nuno Lopes / Network & Security Team",Active,GFI,BOS-IS-NTW-Collaborateurs@gfi.fr,"+351 928 500 190","Network Administrator",,,,,,Easyvista,GFI,High,,,10.2.23.54,,,,,,,,,GFI,Production,High,snmplocation,"Cisco Systems, Inc.",N2200-PAC-400W,LIT15190HKE,Production,GFI,"Active Configuration",,,,GOLD,24*7,,GFI,Production,Network,,
CDHEB702ALIT15190HKN,cdheb702a,GFI,Production,High,snmplocation,,"Cisco Systems, Inc.",N2200-PAC-400W,,10.2.23.54,,,LIT15190HKN,,,,,,,"Nuno Lopes / Network & Security Team",Active,GFI,BOS-IS-NTW-Collaborateurs@gfi.fr,"+351 928 500 190","Network Administrator",,,,,,Easyvista,GFI,High,,,10.2.23.54,,,,,,,,,GFI,Production,High,snmplocation,"Cisco Systems, Inc.",N2200-PAC-400W,LIT15190HKN,Production,GFI,"Active Configuration",,,,GOLD,24*7,,GFI,Production,Network,,
CDHEB702AJAF1421ASEH,cdheb702a,GFI,Production,High,snmplocation,,"Cisco Systems, Inc.","Fabric Extender Module: 48x1GE, 4x10GE",5.2(1)N1(9a),10.2.23.54,,,JAF1421ASEH,,,,,,,"Nuno Lopes / Network & Security Team",Active,GFI,BOS-IS-NTW-Collaborateurs@gfi.fr,"+351 928 500 190","Network Administrator",,,,,,Easyvista,GFI,High,,,10.2.23.54,,,,,,,,,GFI,Production,High,snmplocation,"Cisco Systems, Inc.","Fabric Extender Module: 48x1GE, 4x10GE",JAF1421ASEH,Production,GFI,"Active Configuration",,,,GOLD,24*7,,GFI,Production,Network,,
